WorkRef,VISTAPublisher,PublicationDate,WorkAlert,ExcludedFromConfirmation,ConfirmationRestrictionAdded,ConfirmationNotes,WorkStatus,Imprint,CommissioningEditor,ISBN,ProductType,EditionTarget,Binding,Format,EditionVISTAProdType,EditionPriceSynchronisationTemplate,EditionExtent,EditionEmbargoedUntil
52507,Picador,23/2/2035,,No,No,,Acquired,Picador,Picador Editor,9781509840540,Book,Main Market Ed.,Hardback,Demy,Hardback,,,
52507,Picador,23/2/2035,,No,No,,Acquired,Picador,Picador Editor,9781509826544,EBook,Ebook,,epub,E-Books,Fiction Low,,
17581,Presch Brand&Cl,23/2/2035,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781035011957,Novelty Book,Main Market Ed.,Board Book,Other,Novelty,,10,
59884,Bluebird,27/2/2035,,No,No,,Acquired,Bluebird,Bluebird Editor,9781035020980,EBook,Ebook,,"EPUB3, Fixed",E-Books,Non-Fiction Low,376,
59884,Bluebird,27/2/2035,,No,No,,Acquired,Bluebird,Bluebird Editor,9781035020973,Book,Main Market Ed.,Trade Paperback,Other,Hardback,,376,
58846,Macmillan Bus,28/2/2035,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529093605,EBook,Ebook,,epub,E-Books,Non-Fiction High,288,
58846,Macmillan Bus,28/2/2035,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529093612,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
63189,Priddy Books,28/2/2035,,No,No,,Acquired,Neon Squid,Neon Squid Editor,9781838992743,Book,Main Market Ed.,Trade Paperback,Other,Paperback,,64,
54471,Picador,2/3/2035,,Yes,No,,Acquired,Picador,Picador Editor,9781509885619,Book,Main Market Ed.,Hardback,Demy,Hardback,,400,
59688,Bluebird,2/3/2035,,No,No,,Acquired,Bluebird,,9781035029136,EBook,Ebook,,epub,Dig Ed Adobe,Non-Fiction High,208,
50786,Picador,2/3/2035,,Yes,No,,Acquired,Picador,Picador Editor,9781447294795,Book,Main Market Ed.,Paperback,B Format,Paperback,,384,
59688,Bluebird,2/3/2035,,No,No,,Acquired,Bluebird,Bluebird Editor,9781035014255,Book,New Edit/Cover,Paperback,B Format,Paperback,,208,
59447,Fic Non Fic Pic,2/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035013463,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
59447,Fic Non Fic Pic,2/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035013180,Book,Main Market Ed.,Paperback,B Format,Paperback,,400,
63585,Gen Non-Fiction,2/3/2035,,No,No,,Acquired,Macmillan,Macmillan Editor,9781035006700,EBook,Ebook,,epub,Dig Ed Adobe,Non-Fiction Low,288,
59688,Bluebird,2/3/2035,,No,No,,Acquired,Bluebird,Bluebird Editor,9781035028962,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
59052,Presch Brand&Cl,2/3/2035,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781529098426,Novelty Book,Main Market Ed.,Board Book,180 x 180,Novelty,,12,
58380,Mantle,2/3/2035,,No,No,,Acquired,Mantle,Mantle Editor,9781529084108,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,384,
54123,Mantle,2/3/2035,,No,No,,Acquired,Pan,Pan Editor,9781509867929,Book,Main Market Ed.,Paperback,B Format,Paperback,,304,
58380,Mantle,2/3/2035,,No,No,,Acquired,Mantle,Mantle Editor,9781529084122,EBook,Ebook,,epub,E-Books,Fiction Low,400,
58380,Mantle,2/3/2035,,No,No,,Acquired,Mantle,Mantle Editor,9781529084139,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
54471,Picador,2/3/2035,,Yes,No,,Acquired,Picador,Picador Editor,9781509885640,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
59225,Bluebird,2/3/2035,,No,No,,Acquired,One Boat,One Boat Editor,9781035003716,Book,Main Market Ed.,Hardback,B Format,Hardback,,,
59447,Fic Non Fic Pic,2/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035013173,EBook,Ebook,,epub,Dig Ed Adobe,MCB High,400,
39791,Presch Brand&Cl,2/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035000241,Novelty Book,Main Market Ed.,Cased Board Book,Other,Novelty,,16,
58063,Picador,2/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529071177,Book,Main Market Ed.,Paperback,B Format,Paperback,,256,
58466,Picador,2/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529096958,EBook,Ebook,,epub,E-Books,Fiction High,80,
58467,Picador,2/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529096927,EBook,Ebook,,epub,E-Books,Fiction High,80,
58107,Picador,2/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529074840,Book,Main Market Ed.,Paperback,B Format,Paperback,,240,
57992,Fic Non Fic Pic,2/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529067873,Book,Main Market Ed.,Paperback,B Format,Paperback,,224,
58380,Mantle,2/3/2035,,No,No,,Acquired,Mantle,Mantle Editor,9781529084092,Book,Main Market Ed.,Hardback,Royal,Hardback,,384,
56687,Tor,2/3/2035,,Yes,No,,Acquired,Tor,Tor Editor,9781529051957,Book,Main Market Ed.,Paperback,B Format,Paperback,,608,
59053,Presch Brand&Cl,2/3/2035,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781529098433,Novelty Book,Main Market Ed.,Board Book,180 x 180,Novelty,,12,
59381,Gen Non-Fiction,2/3/2035,,No,No,,Acquired,Macmillan,Macmillan Editor,9781035006694,Book,Main Market Ed.,Hardback,Royal,Hardback,,272,
58466,Picador,2/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529096941,Book,Main Market Ed.,Hardback,A Format,Hardback,,64,
54471,Picador,2/3/2035,,Yes,No,,Acquired,Picador,Picador Editor,9781509885633,EBook,Ebook,,epub,E-Books,Non-Fiction Low,288,
58467,Picador,2/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529096910,Book,Main Market Ed.,Hardback,A Format,Hardback,,64,
58011,Gen Non-Fiction,2/3/2035,,No,No,,Acquired,Pan,Pan Editor,9781529071061,Book,Main Market Ed.,Paperback,B Format,Paperback,,384,
59225,Bluebird,2/3/2035,,No,No,,Acquired,One Boat,One Boat Editor,9781035003723,EBook,Ebook,,epub,E-Books,Non-Fiction High,,
63245,Priddy Books,7/3/2035,,No,No,,No Head Contract Required,Priddy Books,Priddy Books Editor,9781838993122,Book,Main Market Ed.,Board Book,Other,Hardback,,10,
63190,Priddy Books,7/3/2035,,No,No,,Acquired,Neon Squid,Neon Squid Editor,9781838992705,Book,Main Market Ed.,Hardback,Other,Hardback,,48,
58919,Presch Brand&Cl,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035002726,Picture Book,Main Market Ed.,Board Book,180 x 180,Hardback,,32,
57585,Picador,9/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529073225,EBook,Ebook,,epub,E-Books,Fiction Low,240,
59047,Picador,9/3/2035,,Yes,No,,Acquired,Picador,Picador Editor,9781529098273,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
58225,Two Hoots,9/3/2035,,No,No,,Acquired,Two Hoots,Two Hoots Editor,9781529085402,Book,Main Market Ed.,Hardback,250 x 250,Hardback,,,
58919,Presch Brand&Cl,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035002757,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB Low,32,
59335,Presch Brand&Cl,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035006564,EBook,Ebook,,"EPUB3, Fixed",Dig Ed Adobe,MCB Low,32,
59311,Bluebird,9/3/2035,,No,No,,Acquired,Bluebird,Bluebird Editor,9781035005734,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
59047,Picador,9/3/2035,,Yes,No,,Acquired,Picador,Picador Editor,9781529097962,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,368,
56663,Fic Non Fic Pic,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529045307,Book,Main Market Ed.,Paperback,Other,Paperback,,64,
58225,Two Hoots,9/3/2035,,No,No,,Acquired,Two Hoots,,9781035010332,EBook,Ebook,,"EPUB3, Fixed",Dig Ed Adobe,MCB Low,,
59047,Picador,9/3/2035,,Yes,No,,Acquired,Picador,Picador Editor,9781529097955,EBook,Ebook,,epub,E-Books,Fiction High,192,
59311,Bluebird,9/3/2035,,No,No,,Acquired,Bluebird,Bluebird Editor,9781035005758,EBook,Ebook,,epub,E-Books,Non-Fiction Low,256,
59335,Presch Brand&Cl,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035005284,Book,Main Market Ed.,Paperback,250 x 250,Paperback,,32,
59047,Picador,9/3/2035,,Yes,No,,Acquired,Picador,Picador Editor,9781529097948,Book,Main Market Ed.,Hardback,Demy,Hardback,,368,
58992,Presch Brand&Cl,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035002788,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB Low,32,
59600,Fic Non Fic Pic,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,,9781035015474,EBook,Ebook,,"EPUB3, Fixed",Dig Ed Adobe,MCB Low,208,
59308,Presch Brand&Cl,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035005277,Book,Main Market Ed.,Paperback,250 x 250,Paperback,,32,
59308,Presch Brand&Cl,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035006557,EBook,Ebook,,"EPUB3, Fixed",Dig Ed Adobe,MCB Low,32,
58071,Two Hoots,9/3/2035,,No,No,,Acquired,Two Hoots,Two Hoots Editor,9781529085396,Book,Main Market Ed.,Paperback,250 x 250,Paperback,,32,
57585,Picador,9/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529073232,Book,Main Market Ed.,Paperback,B Format,Paperback,,240,
57379,Mantle,9/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529052787,Book,Main Market Ed.,Paperback,B Format,Paperback,,336,
59600,Fic Non Fic Pic,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035015467,Book,Main Market Ed.,Paperback,Other,Paperback,,208,
59311,Bluebird,9/3/2035,,No,No,,Acquired,Bluebird,Bluebird Editor,9781035005727,Book,Main Market Ed.,Hardback,Demy,Hardback,,240,
58992,Presch Brand&Cl,9/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035002771,Picture Book,Main Market Ed.,Board Book,180 x 180,Hardback,,32,
50787,Picador,15/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781035035038,Book,INDIA,Paperback,B Format,Paperback,,752,
53357,Picador,15/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781035034970,Book,INDIA,Paperback,B Format,Paperback,,400,
56121,Picador,15/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781035035052,Book,INDIA,Paperback,B Format,Paperback,,224,
59034,Mantle,16/3/2035,,No,No,,Acquired,Mantle,Mantle Editor,9781529096378,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
56781,Fic Non Fic Pic,16/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529040579,Book,Main Market Ed.,Paperback,B Format,Paperback,,320,
58042,Mantle,16/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529072884,Book,Main Market Ed.,Paperback,B Format,Paperback,,304,
58324,Collectors Lib,16/3/2035,,No,No,,Acquired,Macmillan Collector's Library,Macmillan Collector's Library Editor,9781529090406,EBook,Ebook,,epub,Paperback,£4.99 fixed,208,
58325,Collectors Lib,16/3/2035,,No,No,,Acquired,Macmillan Collector's Library,Macmillan Collector's Library Editor,9781529090420,EBook,Ebook,,epub,Dig Ed Adobe,£4.99 fixed,,
58324,Collectors Lib,16/3/2035,,No,No,,Acquired,Macmillan Collector's Library,Macmillan Collector's Library Editor,9781529090390,Book,Main Market Ed.,Paperback,A Format,Paperback,,224,
60107,Bluebird,16/3/2035,,No,No,,Acquired,Bluebird,Bluebird Editor,9781529052381,Book,Main Market Ed.,Paperback,B Format,Paperback,,320,
58042,Mantle,16/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781035027965,Book,Main Market Ed.,Paperback,B Format,Paperback,,304,
C102827145911,Fic Non Fic Pic,16/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035017249,Picture Book,Main Market Ed.,Paperback,260 x 260,Paperback,,32,
55465,Picador,16/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529017250,Book,Main Market Ed.,Paperback,B Format,Paperback,,240,
55342,Picador,16/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529007657,Book,Main Market Ed.,Paperback,B Format,Paperback,,544,
59034,Mantle,16/3/2035,,No,No,,Acquired,Mantle,Mantle Editor,9781529096347,Book,Main Market Ed.,Hardback,Demy,Hardback,,368,
58325,Collectors Lib,16/3/2035,,No,No,,Acquired,Macmillan Collector's Library,Macmillan Collector's Library Editor,9781529090413,Book,Main Market Ed.,Paperback,A Format,Paperback,,,
15718,Fic Non Fic Pic,16/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035028498,Book,Main Market Ed.,Paperback,B Format,Paperback,,176,
59044,Presch Brand&Cl,16/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529096125,Novelty Book,Main Market Ed.,Board Book,180 x 180,Novelty,,10,
59587,Presch Brand&Cl,16/3/2035,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781035011971,Novelty Book,Main Market Ed.,Board Book,Other,Novelty,,10,
59034,Mantle,16/3/2035,,No,No,,Acquired,Mantle,Mantle Editor,9781529096361,EBook,Ebook,,epub,Dig Ed Adobe,Fiction High,288,
60108,Fic Non Fic Pic,22/3/2035,,No,No,,Acquired,Macmillan,Macmillan Editor,9781035026234,EBook,Ebook,,epub,Dig Ed Adobe,MCB High,336,
59232,Picador,23/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781035004058,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
57273,Gen Non-Fiction,23/3/2035,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529050851,Book,Main Market Ed.,Hardback,Royal,Hardback,,320,
56901,Macmillan Bus,23/3/2035,,No,No,,Acquired,Pan,Pan Editor,9781529044683,Book,Main Market Ed.,Paperback,B Format,Paperback,,304,
57859,Two Hoots,23/3/2035,,No,No,,Acquired,Two Hoots,Two Hoots Editor,9781529070354,Book,Main Market Ed.,Hardback,Other,Hardback,,48,
57273,Gen Non-Fiction,23/3/2035,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529051148,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
59936,Presch Brand&Cl,23/3/2035,,No,No,,Acquired,Campbell Books,Campbell Books Editor,9781035021710,Novelty Book,Main Market Ed.,Board Book,180 x 180,Novelty,,10,
59232,Picador,23/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781035004041,EBook,Ebook,,epub,E-Books,Fiction High,208,
57859,Two Hoots,23/3/2035,,No,No,,Acquired,Two Hoots,Two Hoots Editor,9781529070378,EBook,Ebook,,"EPUB3, Fixed",Dig Ed Adobe,MCB Low,48,
59272,Fic Non Fic Pic,23/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035013340,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB High,416,
59272,Fic Non Fic Pic,23/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035013326,Book,Main Market Ed.,Hardback,Royal,Hardback,,464,
57273,Gen Non-Fiction,23/3/2035,,No,No,,Acquired,Macmillan,Macmillan Editor,9781529051131,EBook,Ebook,,epub,Dig Ed Adobe,Non-Fiction High,256,
56886,Fic Non Fic Pic,30/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529048056,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB Low,32,
57064,Fic Non Fic Pic,30/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529059007,Book,Main Market Ed.,Paperback,B Format,Paperback,,272,
60044,Fic Non Fic Pic,30/3/2035,,Yes,Yes,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035023165,Book,Main Market Ed.,Trade Paperback,Other,Trade PB,,144,
58847,Collectors Lib,30/3/2035,,No,No,,No Head Contract Required,Macmillan Collector's Library,Macmillan Collector's Library Editor,9781529096279,EBook,Ebook,,epub,Dig Ed Adobe,£4.99 fixed,256,
56886,Fic Non Fic Pic,30/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529048032,Book,Main Market Ed.,Hardback,250 x 250,Hardback,,32,
55779,Picador,30/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529017809,Book,Main Market Ed.,Paperback,B Format,Paperback,,304,
57426,Fic Non Fic Pic,30/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529052589,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB High,224,
57601,Bluebird,30/3/2035,,No,No,,Acquired,Bluebird,Bluebird Editor,9781529059854,Book,Main Market Ed.,Paperback,B Format,Paperback,,304,
58748,Collectors Lib,30/3/2035,,No,No,,No Head Contract Required,Macmillan Collector's Library,Macmillan Collector's Library Editor,9781529096248,Book,Main Market Ed.,Hardback,MCL Standard,Hardback,,176,
58819,Fic Non Fic Pic,30/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529092264,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
57426,Fic Non Fic Pic,30/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529052565,Book,Main Market Ed.,Hardback,Other,Hardback,,256,
58748,Collectors Lib,30/3/2035,,No,No,,No Head Contract Required,Macmillan Collector's Library,Macmillan Collector's Library Editor,9781529096255,EBook,Ebook,,epub,Dig Ed Adobe,£2.99 fixed,224,
58847,Collectors Lib,30/3/2035,,No,No,,No Head Contract Required,Macmillan Collector's Library,Macmillan Collector's Library Editor,9781529096262,Book,Main Market Ed.,Hardback,MCL Standard,Hardback,,224,
56886,Fic Non Fic Pic,30/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529048049,Book,Main Market Ed.,Paperback,250 x 250,Paperback,,32,
60044,Fic Non Fic Pic,30/3/2035,,Yes,Yes,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035023172,EBook,Ebook,,epub,Dig Ed Adobe,MCB High,144,
59187,Presch Brand&Cl,30/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035001521,Book,Main Market Ed.,Paperback,Other,Paperback,,64,
58819,Fic Non Fic Pic,30/3/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529092240,Book,Main Market Ed.,Hardback,280 x 250,Hardback,,32,
53357,Picador,30/3/2035,,No,No,,Acquired,Picador,,9781035028627,EBook,Ebook,,epub,Dig Ed Adobe,Non-Fiction High,400,
53357,Picador,30/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781035006779,Book,Main Market Ed.,Paperback,B Format,Paperback,,400,
58013,Picador,30/3/2035,,No,No,,Acquired,Picador,Picador Editor,9781529069389,Book,Main Market Ed.,Paperback,B Format,Paperback,,448,
60044,Fic Non Fic Pic,30/3/2035,,Yes,Yes,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781035023189,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
63214,Priddy Books,4/4/2035,,No,No,,No Head Contract Required,Priddy Books,Priddy Books Editor,9781838992828,Book,Main Market Ed.,Board Book,Other,Hardback,,14,
63197,Priddy Books,4/4/2035,,No,No,,Acquired,Priddy Books,Priddy Books Editor,9781838992583,Book,Main Market Ed.,Board Book,Other,Hardback,,10,
63186,Priddy Books,4/4/2035,,No,No,,No Head Contract Required,Priddy Books,Priddy Books Editor,9781838992644,Book,Main Market Ed.,Board Book,Other,Hardback,,14,
C103783170302,Gen Non-Fiction,6/4/2035,,No,No,,Acquired,Pan,Pan Editor,9781509820795,Book,New Edit/Cover,Paperback,B Format,Paperback,,512,
58754,Fic Non Fic Pic,6/4/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529099140,EBook,Ebook,,epub,E-Books,MCB High,320,
C102955105123,Gen Non-Fiction,6/4/2035,,No,No,,Acquired,Pan,Pan Editor,9781509808878,Book,New Edit/Cover,Paperback,B Format,Paperback,,288,
58555,Picador,6/4/2035,,No,No,,Acquired,Picador,Picador Editor,9781529089608,EBook,Ebook,,epub,E-Books,Fiction High,352,
58754,Fic Non Fic Pic,6/4/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529099133,Book,Main Market Ed.,Paperback,Demy,Paperback,,320,
58511,Picador,6/4/2035,,Yes,No,,Acquired,Picador,Picador Editor,9781529083514,Book,Main Market Ed.,Paperback,B Format,Paperback,,272,
58555,Picador,6/4/2035,,No,No,,Acquired,Picador,Picador Editor,9781529089615,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
58555,Picador,6/4/2035,,No,No,,Acquired,Picador,Picador Editor,9781529089585,Book,Main Market Ed.,Hardback,Demy,Hardback,,432,
59523,Tor,6/4/2035,,No,No,,Acquired,Tor,Tor Editor,9781035011582,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,432,
58128,Fic Non Fic Pic,6/4/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529074178,EBook,Ebook,,"EPUB3, Fixed",E-Books,MCB High,256,
59523,Tor,6/4/2035,,No,No,,Acquired,Tor,Tor Editor,9781035011612,Audio Digital Download,Main Market Ed.,,WAV format,Audio Download,,,
C103783170033,Gen Non-Fiction,6/4/2035,,No,No,,Acquired,Pan,Pan Editor,9781509808885,Book,New Edit/Cover,Paperback,B Format,Paperback,,336,
58555,Picador,6/4/2035,,No,No,,Acquired,Picador,Picador Editor,9781529089592,Book,Air Iri OME,Trade Paperback,Royal,Trade PB,,432,
58128,Fic Non Fic Pic,6/4/2035,,No,No,,Acquired,Macmillan Children's Books,Macmillan Children's Books Editor,9781529074147,Book,Main Market Ed.,Paperback,Other,Paperback,,256,
